,Denominacion_Generica_ES,Denominacion,Regimen,Codigo_postal,Localidad,long,lat
1745,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46550,ALBUIXECH,-0.327326,39.544199
1746,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNCIPAL DEL RAVAL,Púb.,46700,GANDIA,-0.184171,38.96076
1747,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL AZAHAR,Priv.,46184,SAN ANTONIO DE BENAGÉBER,-0.496568,39.551707
1748,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS 2,Priv.,46017,VALÈNCIA,-0.387526,39.440568
1749,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL TITAGUARDE,Púb.,46178,TITAGUAS,-1.083194,39.863771
1750,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LLUMENETES II,Púb.,46100,BURJASSOT,-0.413672,39.512732
1751,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46240,CARLET,-0.52048,39.220206
1752,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE ARCO IRIS,Priv.,46470,ALBAL,-0.418929,39.396945
1753,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BURBUJAS,Priv.,46980,PATERNA,-0.430586,39.518592
1754,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL,Púb.,46369,ALBORACHE,-0.774339,39.393031
1755,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP ANA LLUCH,Púb.,46380,CHESTE,-0.689317,39.494261
1756,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MICKEY,Priv.,46450,BENIFAIÓ,-0.424916,39.285808
1757,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP NÀUTICA I SUBAQUÀTICA,Priv.,46022,VALÈNCIA,-0.348558,39.468071
1758,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46717,LA FONT D'EN CARRÒS,-0.172797,38.918445
1759,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA AURORA 3,Priv.,46008,VALÈNCIA,-0.386589,39.471345
1760,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL L'ALQUERIA,Priv.,46015,VALÈNCIA,-0.404002,39.483533
1761,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL EL PARC,Púb.,46138,RAFELBUNYOL,-0.340199,39.590217
1762,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PEKEÑOS MAGOS,Priv.,46025,VALÈNCIA,-0.379468,39.49107
1763,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PLAYSCHOOL,Priv.,46900,TORRENT,-0.476784,39.42917
1764,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LA TRILLADORA,Púb.,46389,TURÍS,-0.710611,39.392102
1765,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL ESCONDITE INGLÉS,Priv.,46013,VALÈNCIA,-0.369386,39.455382
1766,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE ESTRANGER BRITISH COLLEGE LA CAÑADA,Priv.,46182,PATERNA - LA CAÑADA,-0.475277,39.533976
1767,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE CUQUETS,Priv.,46113,MONCADA,-0.400312,39.541417
1768,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL SOLET ALMUSSAFES,Priv.,46440,ALMUSSAFES,-0.416027,39.291457
1769,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE GATEOS,Priv.,46960,ALDAIA,-0.465728,39.463068
1770,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL EL PRIMER PAS,Púb.,46640,MOIXENT,-0.756849,38.872116
1771,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL ALBERIC 2,Púb.,46260,ALBERIC,-0.528104,39.113596
1772,CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS,CENTRE FPA MUNICIPAL PATACONA,Púb.,46120,ALBORAIA,-0.327913,39.485313
1773,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BABÚ,Priv.,46120,ALBORAIA,-0.347885,39.497499
1774,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL L'ABELLETA,Púb.,46193,MONTROI,-0.61566,39.34072
1775,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROF. DE MÚSICA ATENEO MUS.ICAL DEL PUERTO,Priv.,46011,VALÈNCIA,-0.333323,39.464775
1776,SECCIÓN DE EDUCACIÓN SECUNDARIA,SECCIÓ DE L'IES CONSELLERIA A VALENCIA,Púb.,46015,VALÈNCIA,-0.392627,39.48309
1777,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LA VILA,Púb.,46860,ALBAIDA,-0.514233,38.836645
1778,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LLANOS LÓPEZ,Púb.,46726,LLOCNOU DE SANT JERONI,-0.286711,38.912665
1779,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE XICOTETS,Priv.,46004,VALÈNCIA,-0.372236,39.467073
1780,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PEQUE NATURA,Priv.,46400,CULLERA,-0.255073,39.15821
1781,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LOS PINOS,Priv.,46950,XIRIVELLA,-0.422569,39.466439
1782,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE XIP I XOP,Priv.,46470,CATARROJA,-0.406167,39.408733
1783,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA BANDA UNIÓN MUSICAL,Priv.,46260,ALBERIC,-0.517688,39.116818
1784,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CENTRO INSTRUCTIVO MUSICAL,Priv.,46469,BENIPARRELL,-0.40916,39.381756
1785,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ASOC. LA UNIÓN ARTÍSTICA MUSICAL,Priv.,46132,ALMÀSSERA,-0.357683,39.511905
1786,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA TRADICIONAL,Priv.,46727,EL REAL DE GANDIA,-0.191837,38.948604
1787,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE QUART 24,Priv.,46002,VALÈNCIA,-0.381411,39.476147
1788,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP CAPITOL,Priv.,46002,VALÈNCIA,-0.37597,39.467721
1789,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PIPO 2,Priv.,46025,VALÈNCIA,-0.379457,39.49096
1790,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BE KIDS,Priv.,46900,TORRENT,-0.47829,39.426348
1791,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PIPOS,Priv.,46900,TORRENT,-0.458379,39.438671
1792,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA,Priv. Conc.,46007,VALÈNCIA,-0.386933,39.457274
1793,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PASITOS,Priv.,46009,VALÈNCIA,-0.376046,39.487921
1794,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL CAMARENA-PUERTO DE SAGUNTO,Priv.,46520,SAGUNT - EL PUERTO SAGUNTO,-0.231995,39.670842
1795,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE KOOL BABY SCHOOL,Priv.,46133,MELIANA,-0.349275,39.527319
1796,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA CASETA DE COLORS 2,Priv.,46530,PUÇOL,-0.309865,39.619194
1797,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE CAMARENA-SAGUNTO,Priv.,46500,SAGUNT,-0.278435,39.684105
1798,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LES ALQUERIES,Púb.,46730,GANDIA - GRAU I PLATJA,-0.160014,38.989474
1799,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA,Priv.,46018,VALÈNCIA,-0.401484,39.472047
1800,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46560,MASSALFASSAR,-0.326543,39.555859
1801,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL MARÍA JOSÉ SUCH RIGLA,Púb.,46823,NAVARRÉS,-0.693891,39.099314
1802,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL,Púb.,46360,BUÑOL,-0.790393,39.423589
1803,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL GUPPYDOS,Priv.,46005,VALÈNCIA,-0.368229,39.461687
1804,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46133,MELIANA,-0.346617,39.524327
1805,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BAMBI,Priv.,46950,XIRIVELLA,-0.424497,39.464427
1806,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL MINI-COLE,Priv.,46530,PUÇOL,-0.30754,39.613974
1807,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL MARÍA PLA,Púb.,46164,PEDRALBA,-0.725708,39.607203
1808,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL MÓN DELS MENUTS,Priv.,46870,ONTINYENT,-0.598583,38.823431
1809,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BABOO,Priv.,46006,VALÈNCIA,-0.361597,39.458434
1810,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL QUATRE CARRERES,Púb.,46013,VALÈNCIA,-0.365703,39.453393
1811,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL NUNO NONO,Priv.,46015,VALÈNCIA,-0.397798,39.485802
1812,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL BENICALAP,Púb.,46025,VALÈNCIA,-0.38642,39.493245
1813,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,CEE PRIV. FUNDACIÓ MIRA'M,Priv. Conc.,46023,VALÈNCIA,-0.352592,39.469264
1814,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL MINI-POLI,Púb.,46018,VALÈNCIA,-0.399907,39.467674
1815,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MON MENUT,Priv.,46900,TORRENT,-0.476092,39.429016
1816,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL CIUTAT JARDÍ,Púb.,46900,TORRENT,-0.468096,39.441291
1817,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL CENTRE HISTÒRIC,Púb.,46702,GANDIA,-0.177026,38.964681
1818,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL PEIXET 2,Priv.,46920,MISLATA,-0.42387,39.47812
1819,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE COLORINS,Priv.,46120,ALBORAIA,-0.352893,39.499951
1820,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL MESTRA EMPAR NAVARRO I GINER,Púb.,46013,VALÈNCIA,-0.35888,39.452549
1821,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL SANT PAU,Púb.,46015,VALÈNCIA,-0.405443,39.48523
1822,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MI PEQUEÑO MUNDO,Priv.,46021,VALÈNCIA,-0.354352,39.472908
1823,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL,Púb.,46196,CATADAU,-0.567711,39.275195
1824,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL L'ESCOLETA,Púb.,46460,SILLA,-0.416524,39.366797
1825,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP NÚMERO 2,Púb.,46184,SAN ANTONIO DE BENAGÉBER,-0.51491,39.57465
1826,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA AULAMEDA,Priv.,46010,VALÈNCIA,-0.36464,39.474914
1827,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE GOMETS,Priv.,46025,VALÈNCIA,-0.389899,39.491564
1828,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LES RABOSETES,Priv.,46132,ALMÀSSERA,-0.355613,39.512534
1829,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL MESTRE ANDRÉS NAVARRO ORERO,Púb.,46171,CASINOS,-0.705787,39.698388
1830,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE ITUITU,Priv.,46005,VALÈNCIA,-0.364541,39.46234
1831,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MI ESTRELLA,Priv.,46900,TORRENT,-0.46797,39.423365
1832,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BALOO II,Priv.,46980,PATERNA,-0.432297,39.497401
1833,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL SAMBORI,Púb.,46839,GUADASSÉQUIES,-0.488428,38.924387
1834,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE SUNNY SIDE,Priv.,46113,MONCADA,-0.393155,39.54455
1835,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE SONRISAS,Priv.,46980,PATERNA,-0.447596,39.504819
1836,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL DIPUTADA CLARA CAMPOAMOR,Púb.,46015,VALÈNCIA,-0.3665,39.48974
1837,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE L'EMBOLIC,Priv.,46025,VALÈNCIA,-0.393335,39.496807
1838,ESCUELA PRIVADA DE MÚSICA,"ESCOLA PRIVADA DE MÚSICA TÍO PEPET, EL MÚSIC",Priv.,46118,SERRA,-0.431439,39.682932
1839,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP STUDIO,Priv.,46021,VALÈNCIA,-0.347017,39.478159
1840,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MARIPOSAS,Priv.,46026,VALÈNCIA,-0.373358,39.452946
1841,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CÍRCULO CATÓLICO DE TORRENT,Priv.,46900,TORRENT,-0.465728,39.434469
1842,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL ALGIRÓS,Púb.,46022,VALÈNCIA,-0.340415,39.468676
1843,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL LA TARONJA,Púb.,46780,OLIVA,-0.111811,38.917
1844,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL PARQUE TECNOLÓGICO,Priv.,46980,PATERNA,-0.464859,39.550871
1845,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA SEGONA ESTRELA,Priv.,46910,BENETÚSSER,-0.396559,39.418591
1846,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL PORTA SUD,Púb.,46910,ALFAFAR,-0.383588,39.417016
1847,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL ,Púb.,46174,DOMEÑO,-0.669725,39.658405
1848,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRO PRIV. ED. INF. 1er CICLO TERRAMELAR,Priv.,46989,PATERNA - TERRAMELAR,-0.427912,39.509857
1849,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA CASITA DE JULIETA,Priv.,46100,BURJASSOT,-0.414444,39.508693
1850,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA DEL CARME,Priv.,46003,VALÈNCIA,-0.379055,39.478655
1851,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL LA COMBA,Púb.,46821,CHELLA,-0.661698,39.042978
1852,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL,Púb.,46177,TUÉJAR,-1.042304,39.76694
1853,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE ASTÉRIX,Priv.,46100,BURJASSOT,-0.40838,39.506648
1854,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE ARCO IRIS,Priv.,46980,PATERNA,-0.433947,39.499014
1855,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE IMPULSO INICIAL,Priv.,46020,VALÈNCIA,-0.36109,39.483508
1856,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MAFALDA,Priv.,46980,PATERNA,-0.443243,39.503349
1857,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE GARABATOS,Priv.,46980,PATERNA,-0.441251,39.502882
1858,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BAMBY-ABADE 2,Priv.,46010,VALÈNCIA,-0.359974,39.472601
1859,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE HEIDI,Priv.,46970,ALAQUÀS,-0.465302,39.455008
1860,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRO PRIV. ED. INF. 1er CICLO DUENDECILLOS,Priv.,46390,REQUENA - SAN ANTONIO,-1.153609,39.520943
1861,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LLAVORETES,Priv.,46021,VALÈNCIA,-0.354804,39.473026
1862,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIV. ED. INFANTIL SUPERFRIENDS,Priv.,46021,VALÈNCIA,-0.354863,39.469985
1863,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BLANCANIEVES,Priv.,46920,MISLATA,-0.416571,39.475312
1864,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,"CENTRE PRIV. ED. INF. 1er CICLE TINCHO, PINCHO Y CARPINCHO",Priv.,46680,ALGEMESÍ,-0.437317,39.190859
1865,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LLEPOLIES,Priv.,46970,ALAQUÀS,-0.459921,39.454807
1866,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BURBUJITAS,Priv.,46980,PATERNA,-0.429108,39.511275
1867,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE NINETS,Priv.,46900,TORRENT,-0.467278,39.424886
1868,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL REMEDIOS MONTANER,Púb.,46910,ALFAFAR,-0.391696,39.421367
1869,CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS,CENTRE ENSENYAMENTS ESPORTIUS CENETED,Priv.,46009,VALÈNCIA,-0.384341,39.488987
1870,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE LA LLAR DELS BARRUFETS,Priv.,46470,CATARROJA,-0.397918,39.404108
1871,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,CEIP DE TUÉJAR,Púb.,46177,TUÉJAR,-1.043158,39.767777
1872,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE BAMBINI 2,Priv.,46005,VALÈNCIA,-0.368336,39.460276
1873,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA,Priv.,46182,PATERNA - LA CAÑADA,-0.484546,39.528439
1874,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE ETAPAS,Priv.,46023,VALÈNCIA,-0.343675,39.461205
1875,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE MINI COLE GILET,Priv.,46149,GILET,-0.330381,39.67775
1876,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,CENTRE PRIVAT COMPLEJO PREUNIVERSITARIO MAS CAMARENA,Priv.,46980,PATERNA,-0.462308,39.548609
1877,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL CRIST DE L'EMPAR,Púb.,46840,LA POBLA DEL DUC,-0.418815,38.903637
1878,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP CLAUDIO GALENO,Priv.,46009,VALÈNCIA,-0.388094,39.48237
1879,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLO MUNICIPAL SEMILLAS,Púb.,46392,SIETE AGUAS,-0.916795,39.472295
1880,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE GAMBOLINO,Priv.,46110,GODELLA,-0.420957,39.522813
1881,ESCUELA INFANTIL DE PRIMER CICLO,EI 1er CICLE MUNICIPAL SANTA BÁRBARA,Púb.,46469,BENIPARRELL,-0.411113,39.381955
1882,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE VITALKIDS ALFARA,Priv.,46115,ALFARA DEL PATRIARCA,-0.387247,39.543855
1883,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP VERGE DE CORTES. SOROLLA,Priv.,46007,VALÈNCIA,-0.383844,39.459766
1884,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA IGNACIO MONZONÍS,Priv.,46183,L'ELIANA,-0.544467,39.565578
1885,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FP PROGRESA,Priv.,46007,VALÈNCIA,-0.383341,39.465893
1886,CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS,CENTRE ENSENYAMENTS ESPORTIUS CENTRO DEPORTIVO MAS CAMARENA,Priv.,46980,PATERNA,-0.46219,39.548746
1887,CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS,CENTRE ENSENYAMENTS ESPORTIUS ESPLAI GAIA,Priv.,46160,LLÍRIA,-0.583779,39.642301
1888,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CENTRE PRIVAT CUMBRES SCHOOL,Priv.,46113,MONCADA,-0.402644,39.54951
1889,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE XICOTETS,Priv.,46900,TORRENT,-0.480088,39.433707
1890,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE PIPOS,Priv.,46970,ALAQUÀS,-0.452772,39.458736
1891,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIV. ED. INF. 1er CICLE EL SOLET,Priv.,46470,CATARROJA,-0.400967,39.407521
